STATUS,CONTAIN,DATE,CAPS_COUNT,WORDS,NUMBER_COUNTS,CAPS_RATIO,NUMBER_RATIO,TIME,TIME_OF_DAY,NIGHT
spam,Pulsa minimum kamu tidak cukup untuk mengaktifkan paket ini. Isi ulang pulsamu & aktifkan paketnya dgn aplikasi AXISnet atau telp *123#. Info838,3/24/2018 11:35,0,21,1,0,0.047619048,11,DAY,FALSE
spam,Pulsa habis saat di Tanah Suci? Kini kamu bisa membelikan Paket Nelp & SMS utk keluarga & kerabat yg sedang berangkat Haji.Tekan *122*1*2# lalu pilih GIFT. PAI3,9/17/2017 15:19,3,27,3,0.111111111,0.111111111,15,DAY,FALSE
spam,"Paket internet 1 GB, Rp 5rb, berlaku 1 hari. Kirim D1 ke 929 sd 03/11/17.",11/1/2017 9:56,1,17,6,0.058823529,0.352941176,9,MORNING,FALSE
ham,aku bales fb kamu tadi,12/29/2017 13:00,0,5,0,0,0,13,DAY,FALSE
spam,Pelanggan 085722688068 Kamu dapat 1 pesan chat. Hubungi *606*6# untuk baca. Pesan akan dihapus dlm 5 menit. Silahkan hub *606*6# skrg,10/22/2017 12:06,0,23,7,0,0.304347826,12,DAY,FALSE
ham,De besok bliin makan kucing ya ,2/7/2018 18:46,0,6,0,0,0,18,NIGHT,TRUE
ham,Pada nanyain doang sih wkwkwk,12/29/2017 19:19,0,5,0,0,0,19,NIGHT,TRUE
spam,Pulsamu <Rp500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp3000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#,9/10/2017 9:04,3,26,3,0.115384615,0.115384615,9,MORNING,FALSE
spam,"GRATIS NELPON SEPUASNYA! Dengan paket OBROL, ngobrol seharian cuma mulai dari Rp 3.000. BURUAN daftar SEKARANG tekan *123*999# klik: http://im3.do/obr831 MAI1",8/31/2017 14:11,7,25,3,0.28,0.12,14,DAY,FALSE
spam,BARU! Nikmati paket internet TERBAIK untuk akses unlimited apps YouTube & NelpSMS ga habis-habis. Beli paketnya HANYA di*123# atau http://im3.do/m3,12/29/2017 17:38,3,24,1,0.125,0.041666667,17,DAY,FALSE
spam,K-On! bisa km nikmati di Sushiroll dgn klik bit.ly/ssirll atau tkn *123*536*3# . Beli pkt berlangganannya & dptkan promo Rp1.000 utk 3hr! Info: 08041911911 DSI3,3/6/2018 15:50,1,27,4,0.037037037,0.148148148,15,DAY,FALSE
spam,"Pelanggan 6285722688068, Anda masih mempunyai point yang blom ditukar. Cek point anda dan tukarkan dengan PULSA dan JUTAAN hadiah. Cek di *123*513*2# skrg juga.",2/3/2018 2:21,2,26,4,0.076923077,0.153846154,2,MORNING,FALSE
ham,sudah sampai ya Pak? saya sedang turun sebentar,5/19/2017 17:46,0,8,0,0,0,17,DAY,FALSE
spam,"*Masih DISKON*
AXIS Bronet 24jam 2GB CUMA 25rb,30hr (Norm 30,900). Dapetin skrg juga dgn Balas YA! Internetan ASYIK tetep IRIT. AXIS 4G Ready
Info838 AND01A",3/21/2018 9:06,9,26,0,0.346153846,0,9,MORNING,FALSE
spam,"Ayo dengarkan lagu New Rules dari Dua Lipa di Spotify Premium. Daftar 1 bulan dptkan gratis 3 bulan dengan pulsa IM3 Ooredoo, klik spoti.fi/2AuJ4ME SPI2",12/18/2017 11:34,2,26,2,0.076923077,0.076923077,11,DAY,FALSE
spam,"Ayo diaktifkan iRing KERENnya, NOAH-Biar Ku Sendiri (HS) Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",2/25/2018 21:11,3,19,1,0.157894737,0.052631579,21,NIGHT,TRUE
spam,"Ayo diaktifkan iRing KERENnya, Via Vallen-Sakit Sakit Hatiku (Reff) Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",1/25/2018 7:33,1,20,1,0.05,0.05,7,MORNING,FALSE
ham,"Kamu belum trdaftar di Pkt Internet. Utk mnghindari tarif internet perKB, Aktifkan FREEDOMCOMBO! BONUS 4G, STREAM ON,UNLIMITED Nelp&SMS di *123# atau ",11/1/2017 9:21,6,23,1,0.260869565,0.043478261,9,MORNING,FALSE
ham,19/01/2018 12:13 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-2&1 PIN Anda,1/19/2018 12:13,4,19,9,0.210526316,0.473684211,12,DAY,FALSE
ham,"Pak, saya di aspen residence apartemen ya, masuk aja di loby tower A",3/24/2017 8:14,0,13,0,0,0,8,MORNING,FALSE
spam,"Kamu internetan dg tarif perKB, pemakaian sampai saat ini 2100. Ayo beli FreedomCombo,Nikmati BONUS KUOTA sd 10GB dismua jaringan & DATAROLLOVER. Info*123#",9/26/2017 22:02,4,23,2,0.173913043,0.086956522,22,NIGHT,TRUE
ham,hujan sih,4/23/2018 20:28,0,2,0,0,0,20,NIGHT,TRUE
ham,Dimana de?,3/22/2018 21:13,0,2,0,0,0,21,NIGHT,TRUE
spam,TOPUP pulsa Rp 50000 berhasil via ATM CIMB_NIAGA kode trx 0924132605636889. Pulsa anda saat ini Rp 66551. Terima kasih telah menggunakan INDOSAT OOREDOO,9/24/2017 13:26,5,23,3,0.217391304,0.130434783,13,DAY,FALSE
ham,BNI SMS BANKING:13/01/2018 14:42 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.400.000 Berhasil. Reff:642476,1/13/2018 14:42,6,18,8,0.333333333,0.444444444,14,DAY,FALSE
ham,"itu belinya di jambore petshop Pak, yang deket toko burung, belinya yang makanan satu kiloan, harganya 30rb satunya. Bentuknya yang bentuk ikan, nanti ditanya ke yg jaga toko aja Pak, harusnya tau. belinya 3 bungkus ya",6/24/2017 17:38,0,36,1,0,0.027777778,17,DAY,FALSE
spam,Km baru saja akses Apps Sehari-hari terpopuler.Nikmati akses YOUTUBE ga habis habis dgn beli pkt Unlimited HANYA di *123# atau myIM3 http://im3.do/m3,3/5/2018 6:50,2,26,1,0.076923077,0.038461538,6,MORNING,FALSE
spam,BARU! Nikmati paket internet TERBAIK untuk akses unlimited apps YouTube & NelpSMS ga habis-habis. Beli paketnya HANYA di*123# atau http://im3.do/m3,12/5/2017 9:04,3,24,1,0.125,0.041666667,9,MORNING,FALSE
ham,nims ini aku berpulsa tapi paketnya gajelas nanti kalau otw tell2 yah,10/28/2017 9:50,0,12,0,0,0,9,MORNING,FALSE
ham,"oogitu, okedeh nanti saya lihat sikon lagi hari Selasa ya, Dok. Thank you",5/14/2017 9:02,0,13,0,0,0,9,MORNING,FALSE
spam,Pulsa tdk cukup/sdg dlm masa tenggang. Isi pulsa & aktifkan Unlimited+ untuk nikmati INTERNETAN & NelpSMS SEPUASNYA. Info *123# atau http://im3.do/m3,3/19/2018 14:43,2,23,1,0.086956522,0.043478261,14,DAY,FALSE
ham,"Sahabat, registrasi kartu SIM prabayar Anda SEKARANG. Ketik ULANG#NIK#No.KK# SMS ke 4444 atau klik http://im3.do/registrasi s.d. 30 April 2018. Terima kasih.",4/25/2018 12:26,5,26,3,0.192307692,0.115384615,12,DAY,FALSE
ham,22/12/2017 15:27:25 Ref 1222047640 Passcode 3838 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!,12/22/2017 15:27,3,23,8,0.130434783,0.347826087,15,DAY,FALSE
spam,"Sisa kuota 10 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",2/25/2017 15:02,8,26,2,0.307692308,0.076923077,15,DAY,FALSE
ham,ran kita di ampera yang depan mobil kamu,6/17/2017 17:33,0,8,0,0,0,17,DAY,FALSE
ham,ran besok mau ikut dari pagi?,12/28/2017 21:35,0,6,0,0,0,21,NIGHT,TRUE
ham,TRF ANTARBANK 0142331654681 583400 ##,12/11/2017 19:53,2,4,2,0.5,0.5,19,NIGHT,TRUE
spam,"Nonton film favorit di IFLIX, bebas biaya langganan utk AXISers!!Pake BRONET DAYZ 8GB Rp49.000 buat nonton, beli di *123*888# hny di JUMAT BAIK.Info838.AXIS007",1/19/2018 8:52,6,26,2,0.230769231,0.076923077,8,MORNING,FALSE
ham,BNI SMS BANKING:07/03/2017 07:34 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 Berhasil. Reff:097679,3/7/2017 7:34,6,18,8,0.333333333,0.444444444,7,MORNING,FALSE
spam,Jangan lewatkan sore ini! Sriwijaya FC vs Persipura Jayapura LIVE di IFLIX pukul 14.30 WIB. Saksikan tanpa biaya langganan. Unduh di http://im3.do/iflix CVI1,7/30/2017 9:09,5,26,1,0.192307692,0.038461538,9,MORNING,FALSE
ham,Where ti ?,12/27/2017 13:34,0,2,0,0,0,13,DAY,FALSE
spam,"Hi 6285722688068, kamu beruntung mendapatkan kesempatan GRATIS PULSA INDOSAT, cek di *689*15#",1/23/2018 19:03,3,13,3,0.230769231,0.230769231,19,NIGHT,TRUE
ham,ok sebentar ya pak,6/12/2017 7:55,0,4,0,0,0,7,MORNING,FALSE
ham,oya ok,2/22/2018 8:33,0,2,0,0,0,8,MORNING,FALSE
spam,(AXIS) Kuota 4G paket internet kamu telah digunakan seluruhnya. Penggunaan selanjutnya akan dikenakan tarif normal ya. Info838,3/13/2018 21:36,1,17,0,0.058823529,0,21,NIGHT,TRUE
spam,"awas ketinggalan iRing Nella Kharisma-Jaran Goyang (AT17), Rp.0,1/3hr prpnjngan Rp.3190 .Lngsung bls YA aja ya!",1/5/2018 20:52,2,19,1,0.105263158,0.052631579,20,NIGHT,TRUE
ham,"19/08/2017 11:07 Pada No. Rek 378088918 ada dana keluar sebesar Rp 126.000,00. Saldo akhir: Rp 73.252,00.Berita: TRF PAY TOP UP ECHANNEL.",8/19/2017 11:08,5,25,6,0.2,0.24,11,DAY,FALSE
spam,"Ayo diaktifkan iRing KERENnya, Motif-Jadikan Dia Jodohku Rp.0,1 hnya dgn balas YA!",10/16/2017 13:33,1,14,0,0.071428571,0,13,DAY,FALSE
ham,"nama gedungnya cyber 2 building pak, saya bisa samperin ke pinggir jalannya",2/8/2018 11:11,0,12,1,0,0.083333333,11,DAY,FALSE
ham,bu aku udh di tower nih solat dulu yah,10/31/2017 17:04,0,9,0,0,0,17,DAY,FALSE
spam,Terima kasih kesetiaanmu pada AXIS! BONUS NONTON film SEPUASNYA di Iflix & KZLGAMES tgl 31Mar-1Apr. Hubungi *969# utk aktifkan BONUSnya. Info 838 AFO01A,3/30/2018 20:26,6,23,2,0.260869565,0.086956522,20,NIGHT,TRUE
ham,BNI SMS BANKING:15/12/2017 07:41 Trf Rp.37.000 ke 0271528021 an.Sdri RENITA  LAVINIA telah berhasil. Reff: 972747.,12/15/2017 7:41,5,20,8,0.25,0.4,7,MORNING,FALSE
ham,"Cashback IDR500,000 limited for first 100 cardholders + 0% upto 24 mos with Credit Card at Tory Burch boutiques Jakarta&Surabaya, till 31Mar'18. T&C. Info 14041",3/23/2018 12:16,1,27,5,0.037037037,0.185185185,12,DAY,FALSE
spam,"Pkt Super Internet Unlimited Rp 6,900/Hari  brakhir pd 19-10-2017 14:48. Pastikan pulsa Anda mencukupi utk prpanjangan agar tdk terkena tarif internet per KB.Info www.indosatooredoo.com",10/19/2017 10:26,0,28,5,0,0.178571429,10,DAY,FALSE
ham,"Selamat Malam, untuk besok kamis,09/03/2017 dokter kulit yang praktek ada dengan dr.Nur Dalilah.SpKK praktek pkl.08.00-12.00 WIB dan dr.Eka Komarasari.SpKK praktek pkl.14.00-17.00 WIB. Jika Bpk/Ibu ingin mendaftar bisa dengan cara : NamaPasien_Tgl.Lahir_NamaDokter_Tgl.Kunjungan . Terimakasih Call Center RS Permata Cibubur",3/8/2017 21:21,3,44,7,0.068181818,0.159090909,21,NIGHT,TRUE
ham,ruchi malu ada temen emaknya wkwk,6/17/2017 17:40,0,6,0,0,0,17,DAY,FALSE
ham,Disc upto 30% +Add Disc 200K for Samsung Smartphone +0% upto 24mos. Until 31Jan18. Register w/CIMBNiaga email at shop.samsung .com/id_epp/cimbniaga.TC Info14041,1/24/2018 16:20,0,24,2,0,0.083333333,16,DAY,FALSE
ham,udh keluar tol,3/25/2018 21:33,0,3,0,0,0,21,NIGHT,TRUE
ham,ok pak,12/13/2017 8:59,0,2,0,0,0,8,MORNING,FALSE
ham,"Hi Tiara, masa berlaku voucher Rp. 100.000,- km berakhir pada 30 sept 2017. Segera tukarkan di Levi's Store terdekat! Info klik http://bit.ly/2x9eeaa",9/23/2017 12:50,0,24,3,0,0.125,12,DAY,FALSE
ham,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,3/22/2018 14:43,11,25,0,0.44,0,14,DAY,FALSE
ham,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,3/16/2018 16:38,11,25,0,0.44,0,16,DAY,FALSE
ham,Kays,10/29/2017 23:38,0,1,0,0,0,23,NIGHT,TRUE
ham,"hahaha raan, kenalan lahh. kamu sama siapa btw?",9/7/2017 14:16,0,8,0,0,0,14,DAY,FALSE
spam,"*Masih DISKON*
AXIS Bronet 24jam 2GB CUMA 25rb,30hr (Norm 30,900). Dapetin skrg juga dgn Balas YA! Internetan ASYIK tetep IRIT. AXIS 4G Ready
Info838 AND01A",3/25/2018 8:35,9,26,0,0.346153846,0,8,MORNING,FALSE
ham,Bentar lagi turun,10/31/2017 17:17,0,3,0,0,0,17,DAY,FALSE
ham,16/09/2017 11:46:53 Silakan gunakan passcode 9959 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,9/16/2017 11:46,2,23,7,0.086956522,0.304347826,11,DAY,FALSE
spam,"*Masih DISKON*
AXIS Bronet 24jam 2GB CUMA 15rb,30hr (Norm 30,900). Dapetin skrg juga dgn Balas YA! Internetan ASYIK tetep IRIT. AXIS 4G Ready
Info838 AND01B",2/14/2018 9:04,9,26,0,0.346153846,0,9,MORNING,FALSE
spam,"Paket internet 1 GB, Rp 5rb, berlaku 1 hari. Kirim D1 ke 929 sd 25/10/17.",10/23/2017 8:25,1,17,6,0.058823529,0.352941176,8,MORNING,FALSE
ham,"Selamat malam, kalau saya ingin ke dokter kulit besok pagi apa harus janjian dulu atau bisa langsung datang? Thank you",3/8/2017 20:42,0,20,0,0,0,20,NIGHT,TRUE
ham,Disc upto 30% +Add Disc 200K for Samsung Smartphone +0% upto 24mos. Until 31Jan18. Register w/CIMBNiaga email at shop.samsung .com/id_epp/cimbniaga.TC Info14041,1/30/2018 13:00,0,24,2,0,0.083333333,13,DAY,FALSE
spam,"Paket internet 1 GB, Rp 5rb, berlaku 1 hari. Kirim D1 ke 929 sd 27/10/17.",10/25/2017 11:19,1,17,6,0.058823529,0.352941176,11,DAY,FALSE
ham,Bu sdh d depan west mall,7/18/2017 19:19,0,6,0,0,0,19,NIGHT,TRUE
spam,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",3/9/2018 20:14,7,27,5,0.259259259,0.185185185,20,NIGHT,TRUE
ham,TRF 0327084946 87000,12/29/2017 11:09,1,3,2,0.333333333,0.666666667,11,DAY,FALSE
spam,"Paket internet 1 GB, Rp 5rb, berlaku 1 hari. Kirim D1 ke 929 sd 20/10/17.",10/18/2017 15:49,1,17,6,0.058823529,0.352941176,15,DAY,FALSE
ham,blok B6 nomor 2,3/8/2017 7:50,0,4,1,0,0.25,7,MORNING,FALSE
ham,"Maaf, Keyword Salah. Pkt Lengkap Terbaik,DATA ROLLOVER, BONUS4G, STREAM ON, UNLIMITED Nelp&SMS dng FREEDOM COMBO. Info/beli paket,Tekan*123#  atau im3.do/mc",11/1/2017 9:29,9,26,1,0.346153846,0.038461538,9,MORNING,FALSE
ham,"saya udah di dpn indomaret ya pak, pakai baju hitam",3/27/2017 18:44,0,10,0,0,0,18,NIGHT,TRUE
ham,De besok beliin makanan kucing,3/25/2018 20:07,0,5,0,0,0,20,NIGHT,TRUE
ham,Ok mbak Tiara,3/16/2017 9:10,0,3,0,0,0,9,MORNING,FALSE
ham,"saya baru keluar stasiun pondok cina ke arah jalan margonda Pak. sesuai sama petanya kok, yang ada istana printing",4/27/2017 19:26,0,19,0,0,0,19,NIGHT,TRUE
ham,Gojek d tunggu otw penjemputan,12/9/2017 15:21,0,5,0,0,0,15,DAY,FALSE
ham,jalan gunung sahari raya no 7?,11/1/2017 9:52,0,6,1,0,0.166666667,9,MORNING,FALSE
spam,"Ayo diaktifkan iRing KERENnya, Anji-Bidadari Tak Bersayap (AT17) Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",12/27/2017 20:31,2,19,1,0.105263158,0.052631579,20,NIGHT,TRUE
ham,No +6285721812244 tdk berhasil SMS kamu. Jgn sampai kamu melewatkan pesan darinya! Balas YA dgn biaya Rp 350. Info: *123*883#,7/24/2017 16:57,2,21,4,0.095238095,0.19047619,16,DAY,FALSE
ham,26/12/2017 08:34:48 Ref 1226005991 Passcode 0088 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!,12/26/2017 8:34,3,23,8,0.130434783,0.347826087,8,MORNING,FALSE
ham,TOP GOPAY CUSTOMER 085722688068 100000 ,12/18/2017 9:02,3,5,2,0.6,0.4,9,MORNING,FALSE
ham,#barunanya,11/27/2017 9:43,0,1,0,0,0,9,MORNING,FALSE
ham,"05/04/2018 21:19 Pada No. Rek 378088918 ada dana keluar sebesar Rp 167.415,00. Saldo akhir: Rp 2.433.958,00.Berita: TRF PAY TOP UP ECHANNEL.",4/5/2018 21:19,5,25,6,0.2,0.24,21,NIGHT,TRUE
spam,"Starbucks Pay 1 For 2 all variant all size #pakeTCASH TAP Senin-Jumat. Hanya brlaku di Yogya, Surabaya, All Bandara, s.d. 30 April 17.SKB.Info tsel.me/starbucks",3/13/2017 15:03,1,27,4,0.037037037,0.148148148,15,DAY,FALSE
ham,Kamu blm REG. Segera REGISTRASI ULANG.Pemblokiran mulai Senin 26Mar18.Ketik ULANG#NIK#No.KK# SMS ke 4444. Dptkn BNS 10GB+Nelp&SMS sepuasnya. Abaikan jk sdh REG,3/23/2018 13:27,9,26,1,0.346153846,0.038461538,13,DAY,FALSE
ham,LIMITED OFFER! 20% pembelian produk. Berlaku sampai 28 Februari 2017. S&K berlaku. Kunjungi ERHA terdekat. www.erha.co.id,2/25/2017 17:05,3,17,3,0.176470588,0.176470588,17,DAY,FALSE
spam,Isi Voucher Regular 25K pd 24/01/18 19:02 dr GO-JEK SUKSES. TID:01119500004241618765,1/24/2018 19:02,4,16,6,0.25,0.375,19,NIGHT,TRUE
ham,"Cashback IDR500,000 limited for first 100 cardholders + 0% upto 24 mos with Credit Card at Tory Burch boutiques Jakarta&Surabaya, till 31Mar'18. T&C. Info 14041",3/28/2018 15:53,1,27,5,0.037037037,0.185185185,15,DAY,FALSE
ham,84,2/2/2018 8:13,0,1,1,0,1,8,MORNING,FALSE
spam,"Nelpon kerabat di Asia, Eropa, Australia, AS, & Timur Tengah lbh hemat dgn Paket Flat Call 01016 mingguan.Tkn *122*4*2*2#.Info: indosatooredoo.com/flatcall PAI1",7/22/2017 9:44,2,25,5,0.08,0.2,9,MORNING,FALSE
spam,"Nelp ke Malaysia, SG, HK,China,AS,Thai,Brunei,Korsel, &India dgn FlatCall 01016 hny Rp4rb & dpt Bonus Berlipat. Tkn 01016+Kode Negara+No telp. Info *122*2# PAI2",11/20/2017 13:27,4,29,4,0.137931034,0.137931034,13,DAY,FALSE
ham,Where,12/26/2017 20:58,0,1,0,0,0,20,NIGHT,TRUE
ham,okee,5/11/2017 15:04,0,1,0,0,0,15,DAY,FALSE
ham,BNI SMS BANKING:18/12/2017 09:03 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 Berhasil. Reff:390804,12/18/2017 9:03,6,18,8,0.333333333,0.444444444,9,MORNING,FALSE
spam,Pulsamu <Rp2500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp3000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#,1/19/2018 12:21,3,26,3,0.115384615,0.115384615,12,DAY,FALSE
ham,"29/01/2018 08:57 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 955.189,00.Berita: BILL PAYMENT  GOPAY CUST    NO  10151719080478",1/29/2018 8:57,5,26,7,0.192307692,0.269230769,8,MORNING,FALSE
spam,"Kuota internet habis, pemakaian pakai trf perKB. Beli Extra/Upgrade FreedomCombo, nikmati akses Apps SEPUASNYA, BONUS KUOTA dan Data Rollover. Info im3.do/mc",11/26/2017 19:39,3,24,0,0.125,0,19,NIGHT,TRUE
ham,usahe,11/1/2017 9:28,0,1,0,0,0,9,MORNING,FALSE
spam,Beli 6 Gratis 6 Donut dari DD SPBU TB SIMATUPANG (SAMPING GDG PERTANIAN). Tukar SMS ini segera.Hanya berlaku untuk hari ini.Selama persediaan msh ada.Promo*606#,2/26/2017 9:49,8,25,3,0.32,0.12,9,MORNING,FALSE
ham,BNI SMS BANKING:09/12/2017 14:06 Trf Rp.89.995 ke 8848000008197527 an.TIKET.COM-Tiara Dwiputri telah berhasil. Reff: 947148.,12/9/2017 14:06,3,20,8,0.15,0.4,14,DAY,FALSE
ham,bro ini jdnya kamu hendak menjemput?,12/26/2017 13:46,0,6,0,0,0,13,DAY,FALSE
ham,Ok,3/3/2017 20:13,0,1,0,0,0,20,NIGHT,TRUE
spam,Isi Voucher Regular 25K pd 31/10/17 16:24 dr GO-JEK SUKSES. TID:01034700003349071897,10/31/2017 16:24,4,16,6,0.25,0.375,16,DAY,FALSE
spam,Hari Senin saatnya Nonton Hemat hanya 25ribu di Cinema XXI dgn TCASH TAP! Dptkan stiker TCASH TAP di GraPARI terdekat. Info tsel.me/tappromo,2/20/2017 12:03,5,23,0,0.217391304,0,12,DAY,FALSE
ham,Gojek d tunggu otw penjemputan,12/9/2017 15:20,0,5,0,0,0,15,DAY,FALSE
ham,Sy sdh di lobby,12/13/2017 8:56,0,4,0,0,0,8,MORNING,FALSE
spam,Ayo berlangganan & nonton film di Netflix dari hp dengan pulsa IM3 Ooredoo. Download klik bit.ly/Ntflx1 SPI1,11/21/2017 16:13,2,17,0,0.117647059,0,16,DAY,FALSE
spam,"Ayo pakai MHealth, kamu bisa konsultasi kesehatan langsung dgn Dokter Ahli setiap hari. Tekan *123*516#. Info: 085810533965 atau klik bit.ly/im3mH SPI1",2/8/2018 11:43,1,23,3,0.043478261,0.130434783,11,DAY,FALSE
ham,TOP 081221000727 100000,6/13/2017 14:25,1,3,2,0.333333333,0.666666667,14,DAY,FALSE
ham,"hmm oke, btw mesennya nanti ya, aku blm sampe",11/1/2017 9:54,0,9,0,0,0,9,MORNING,FALSE
ham," aku lupa bilaang maaf yach ehehehe, biasanya bilang bapak tp tadi bapak ga ke cibubur jdnya lupa",6/14/2017 23:00,0,17,0,0,0,23,NIGHT,TRUE
spam,"iRing keren cuman buat km, Feni Rose-TERCYDUK,Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",4/25/2018 14:13,2,19,1,0.105263158,0.052631579,14,DAY,FALSE
ham,Teat,3/26/2018 20:01,0,1,0,0,0,20,NIGHT,TRUE
spam,"Hore! Nomor Kamu terpilih dpt kesempatan menang Rp 75 Juta TANPA BIAYA dr kuis FANTAXIS!

Cek di *123*444*1# skr!

Info: www.axisnet.id/fantaxis PFF04C",2/15/2018 18:02,4,25,4,0.16,0.16,18,NIGHT,TRUE
ham,usage,12/21/2017 17:34,0,1,0,0,0,17,DAY,FALSE
spam,'GRATIS YouTube & Instagram selama 3 hari hanya di aplikasi myIM3. Download aplikasinya sekarang di http://bit.ly/myim3arn,10/28/2017 9:47,1,17,1,0.058823529,0.058823529,9,MORNING,FALSE
spam,"Ayo nonton video tentang motor sport di *123*503*5# Tarif Rp2.200/SMS, 2SMS/mgu. Info: 0213145715 atau klik bit.ly/Qmnck DSI2",4/10/2018 13:30,3,22,4,0.136363636,0.181818182,13,DAY,FALSE
ham,04/01/2018 20:45:40 Ref 0104061863 Passcode 2716 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!,1/4/2018 20:45,3,23,8,0.130434783,0.347826087,20,NIGHT,TRUE
spam,Km baru saja akses Apps Sehari-hari terpopuler.Nikmati akses YOUTUBE ga habis habis dgn beli pkt Unlimited HANYA di *123# atau myIM3 http://im3.do/m3,3/2/2018 0:12,2,26,1,0.076923077,0.038461538,0,MORNING,FALSE
ham,TOP GOPAY CUSTOMER 085722688068 100000 ,1/25/2018 8:48,3,5,2,0.6,0.4,8,MORNING,FALSE
ham,IYa,2/7/2018 19:41,0,1,0,0,0,19,NIGHT,TRUE
ham,SAL,11/30/2017 10:47,1,1,0,1,0,10,DAY,FALSE
spam,"Gratis storage 25 GB selama 6 bulan hanya di Incloud. Bisa simpan foto, video & dokumen. Unduh sekarang di bit.ly/incloud2 SPI1",3/6/2017 11:53,2,21,2,0.095238095,0.095238095,11,DAY,FALSE
spam,"Buat Kamu pengguna Commuterline, dptkan BONUS 50% dgn top up stiker PayPro.Ayo pakai PayPro skrg!Tekan *123*4# atau aplikasi myIM3 di http://im3.do/ipp906 MAI1",9/6/2017 13:39,2,27,3,0.074074074,0.111111111,13,DAY,FALSE
ham,"Tokopedia - 787546 adalah kode verifikasi untuk tambah akun bank. PENTING: Mohon tidak menyebarkan kode ke orang lain atau pihak Tokopedia, demi keamanan akun.",11/19/2017 14:54,1,23,1,0.043478261,0.043478261,14,DAY,FALSE
ham,Sy sudah dihalte durentiga arah kuningan,11/30/2017 9:49,0,6,0,0,0,9,MORNING,FALSE
ham,Sy sudah sampai ,2/24/2017 8:18,0,3,0,0,0,8,MORNING,FALSE
ham,usage,11/1/2017 9:29,0,1,0,0,0,9,MORNING,FALSE
spam,"Agar tidak diblokir,segera registrasi ulang kartu prabayar Anda di http://bit.ly/myim3res Dptkn BONUS 10GB, Nelp&SMS sepuasnya + Cashback Tokopedia Rp50rb. DPI1",3/26/2018 15:06,4,23,0,0.173913043,0,15,DAY,FALSE
ham,"Win, aku tadi kok ga bilang thank you yah 😅 makasih yaaa, jangan sedih2 dong mukanya",10/29/2017 18:20,0,16,0,0,0,18,NIGHT,TRUE
ham,"pak kalau lewat soekarno hatta nanti perempatan ke kiri, rukonya sebelum pom bensin",12/29/2017 17:39,0,13,0,0,0,17,DAY,FALSE
ham,"11/12/2017 19:56 Pada No. Rek 378088918 ada dana keluar sebesar Rp 583.400,00. Saldo akhir: Rp 715.191,00.Berita: TRF PAY TOP UP ECHANNEL.",12/11/2017 19:56,5,25,6,0.2,0.24,19,NIGHT,TRUE
ham,"pak saya lg nggak di sana nanti dipanggil aja ya di depan rumah, kalau ga ada yang jawab bisa ditinggalin di teras depan aja gapapa",1/6/2018 17:38,0,25,0,0,0,17,DAY,FALSE
ham,TOP GOPAY CUSTOMER 085722688068 200000 ,2/5/2018 17:55,3,5,2,0.6,0.4,17,DAY,FALSE
ham,"BNI SMS BANKING:27/12/2017 10:52 Saldo rekening 0378088918 sebesar Rp. 88.691,00.",12/27/2017 10:52,3,14,6,0.214285714,0.428571429,10,DAY,FALSE
